time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-28T15:08:43.460Z,19.2888333,-155.3891667,2.64,0.82,md,11,134,0.04445,0.11,hv,hv60947496,2015-05-28T22:05:19.700Z,"13km NE of Pahala, Hawaii",earthquake
2015-05-28T15:04:59.060Z,37.6408,69.3711,20.65,4.2,mb,,81,0.579,1.13,us,us20002k0r,2015-05-29T14:10:22.131Z,"16km N of Farkhor, Tajikistan",earthquake
2015-05-28T15:01:00.000Z,60.1471,-141.4247,0,1.1,ml,,,,0.52,ak,ak11609764,2015-06-06T01:17:23.102Z,"56km E of Cape Yakataga, Alaska",earthquake
2015-05-28T15:00:51.873Z,37.9697,-118.1503,0,0.71,ml,3,261.01,0.121,0.0321,nn,nn00496443,2015-05-28T19:46:04.389Z,"68km NNE of Dixon Lane-Meadow Creek, California",earthquake
2015-05-28T14:48:55.200Z,18.1191,-68.3496,89,2.4,Md,3,259.2,0.39256378,0.07,pr,pr15148007,2015-05-28T16:53:06.493Z,"39km SE of Boca de Yuma, Dominican Republic",earthquake
2015-05-28T14:45:39.000Z,59.9599,-140.0654,9.8,1.1,ml,,,,0.54,ak,ak11609763,2015-06-09T00:14:33.092Z,"49km NNW of Yakutat, Alaska",earthquake
2015-05-28T14:43:19.994Z,37.431,-114.6662,12.1047,0.66,ml,4,136.34,0.307,0.1239,nn,nn00496442,2015-05-28T23:19:16.154Z,"24km SSW of Caliente, Nevada",earthquake
2015-05-28T14:40:11.746Z,37.4363,-116.9977,7.0307,0.47,ml,9,218.91,0.366,0.1064,nn,nn00496441,2015-05-28T17:20:31.852Z,"36km SE of Goldfield, Nevada",earthquake
2015-05-28T14:34:20.800Z,40.2656667,-121.5263333,5,0.81,md,8,147,0.119,0.08,nc,nc72456726,2015-05-28T18:23:46.670Z,"25km W of Chester, California",earthquake
2015-05-28T14:31:37.620Z,44.6233333,-110.9898333,9.53,1.2,ml,19,60,0.049,0.16,uu,uu60112317,2015-05-28T16:14:24.250Z,"10km ESE of West Yellowstone, Montana",earthquake
2015-05-28T14:31:07.000Z,62.301,-154.2339,10.7,1.2,ml,,,,0.38,ak,ak11609762,2015-06-06T01:16:56.658Z,"101km SE of McGrath, Alaska",earthquake
2015-05-28T14:25:32.280Z,38.2848333,-112.6278333,1.47,2.34,ml,24,54,0.29,0.19,uu,uu60112312,2015-05-28T16:55:42.580Z,"1km NE of Beaver, Utah",earthquake
2015-05-28T14:25:20.000Z,63.1474,-153.7,7.1,1.2,ml,,,,0.81,ak,ak11609761,2015-06-06T01:16:55.978Z,"98km ENE of McGrath, Alaska",earthquake
2015-05-28T14:18:18.600Z,19.2066,-64.79,14,2.5,Md,4,280.8,0.64229543,0.15,pr,pr15148006,2015-05-28T22:20:53.983Z,"89km NNW of Road Town, British Virgin Islands",earthquake
2015-05-28T14:12:55.000Z,65.0212,-147.6255,4.3,0.4,ml,,,,0.38,ak,ak11609760,2015-06-09T00:14:34.646Z,"20km NNE of Fairbanks, Alaska",earthquake
2015-05-28T14:11:04.000Z,59.9399,-140.1011,4.4,1.7,ml,,,,0.65,ak,ak11609758,2015-06-06T01:17:24.523Z,"48km NNW of Yakutat, Alaska",earthquake
2015-05-28T14:01:07.000Z,66.2104,-149.765,6.3,0.5,ml,,,,0.71,ak,ak11618814,2015-06-09T00:14:27.386Z,"118km S of Coldfoot, Alaska",earthquake
2015-05-28T13:54:46.000Z,61.5823,-150.9631,68.6,1.3,ml,,,,0.24,ak,ak11609742,2015-06-06T01:17:26.788Z,"52km WSW of Willow, Alaska",earthquake
2015-05-28T13:50:48.000Z,63.9325,-148.7297,113.1,1.1,ml,,,,0.3,ak,ak11609741,2015-06-06T01:17:26.163Z,"14km NE of Healy, Alaska",earthquake
2015-05-28T13:48:17.670Z,38.1856667,-87.4288333,15.79,2.31,md,19,65,0.1516,0.19,nm,nm60103036,2015-05-30T13:24:46.122Z,"12km E of Haubstadt, Indiana",earthquake
2015-05-28T13:39:51.000Z,61.5113,-146.4734,27.5,1.5,ml,,,,0.67,ak,ak11609738,2015-06-06T01:17:28.746Z,"42km N of Valdez, Alaska",earthquake
2015-05-28T13:30:41.510Z,32.8031667,-116.1385,9.42,1.47,ml,33,81,0.1476,0.19,ci,ci37388960,2015-05-28T21:25:47.950Z,"16km WNW of Ocotillo, California",earthquake
2015-05-28T13:28:19.380Z,33.4066667,-116.3378333,5.692,0.68,ml,21,177,0.1377,0.18,ci,ci37388952,2015-05-28T14:05:05.090Z,"17km NNE of Borrego Springs, California",earthquake
2015-05-28T13:25:54.882Z,40.519,-119.8197,18.1819,0.66,ml,4,305.06,0.355,0.0674,nn,nn00496938,2015-06-01T20:59:51.309Z,"37km W of Gerlach-Empire, Nevada",earthquake
2015-05-28T13:22:54.000Z,61.347,-146.7227,23.4,1.2,ml,,,,0.45,ak,ak11609737,2015-06-06T01:17:27.979Z,"31km NW of Valdez, Alaska",earthquake
2015-05-28T13:01:35.000Z,59.0574,-152.0604,55.2,1.5,ml,,,,0.29,ak,ak11609736,2015-06-06T01:16:55.328Z,"71km SSW of Homer, Alaska",earthquake
2015-05-28T12:57:19.650Z,35.075,-118.3051667,3.394,1.27,ml,15,115,0.08934,0.2,ci,ci37388920,2015-05-28T14:05:09.920Z,"12km WNW of Mojave, California",earthquake
2015-05-28T12:53:27.000Z,63.2636,-150.6823,128.4,1,ml,11,97.19999222,,0.28,ak,ak11609735,2015-06-06T01:17:09.096Z,"87km W of Cantwell, Alaska",earthquake
2015-05-28T12:50:32.140Z,33.6075,-116.815,10.34,0.11,ml,16,139,0.03539,0.12,ci,ci37388912,2015-05-28T15:42:16.537Z,"14km WNW of Anza, California",earthquake
2015-05-28T12:40:53.250Z,34.6261667,-116.6463333,1.374,1.72,ml,29,74,0.1702,0.19,ci,ci37388904,2015-05-28T14:05:43.160Z,"36km NE of Lucerne Valley, California",earthquake
2015-05-28T12:35:21.570Z,35.8471667,-117.6881667,1.332,1.21,ml,24,58,0.07328,0.25,ci,ci37388896,2015-05-28T14:06:49.650Z,"22km ESE of Little Lake, California",earthquake
2015-05-28T12:31:32.000Z,65.1025,-145.2694,13.7,1.7,ml,,,,0.65,ak,ak11609730,2015-06-09T00:14:34.036Z,"49km SSW of Circle Hot Springs Station, Alaska",earthquake
2015-05-28T12:19:37.520Z,37.4316667,-118.674,12.79,0.85,md,10,121,0.06653,0.05,nc,nc72456716,2015-05-28T18:17:43.820Z,"20km WNW of West Bishop, California",earthquake
2015-05-28T12:18:54.620Z,33.4746667,-116.5715,9.321,0.71,ml,32,66,0.03252,0.18,ci,ci37388888,2015-05-28T14:06:56.290Z,"13km SE of Anza, California",earthquake
2015-05-28T12:18:06.370Z,33.2956667,-116.1585,9.97,0.88,ml,32,66,0.1302,0.2,ci,ci37388880,2015-05-28T16:11:26.711Z,"17km N of Ocotillo Wells, California",earthquake
2015-05-28T12:17:21.200Z,33.4725,-116.5731667,9.361,1.42,ml,53,66,0.03285,0.18,ci,ci37388872,2015-05-28T14:07:05.830Z,"13km SE of Anza, California",earthquake
2015-05-28T12:16:00.980Z,37.4353333,-118.6723333,12.14,0.89,md,11,165,0.07035,0.07,nc,nc71092109,2015-05-28T18:18:14.400Z,"20km WNW of West Bishop, California",earthquake
2015-05-28T12:15:35.770Z,36.6233333,-121.2328333,6.55,0.68,md,20,107,0.05397,0.13,nc,nc72456706,2015-06-06T00:44:04.790Z,"22km NE of Gonzales, California",earthquake
2015-05-28T12:13:41.710Z,32.2256667,-115.2943333,10.37,3.45,ml,26,100,0.1935,0.35,ci,ci37388864,2015-05-28T20:16:23.515Z,"12km W of Alberto Oviedo Mota, B.C., MX",earthquake
2015-05-28T12:13:29.000Z,59.7696,-152.9882,95.5,1.5,ml,18,115.1999908,,0.3,ak,ak11618806,2015-06-06T01:17:10.933Z,"64km W of Anchor Point, Alaska",earthquake
2015-05-28T12:10:24.770Z,33.5981667,-116.8148333,9.66,0.69,ml,30,57,0.04201,0.14,ci,ci37388856,2015-05-28T15:39:15.020Z,"14km WNW of Anza, California",earthquake
2015-05-28T12:04:00.320Z,32.218,-115.2923333,11.1,3.26,ml,26,97,0.2012,0.34,ci,ci37388832,2015-05-28T20:06:26.328Z,"12km W of Alberto Oviedo Mota, B.C., MX",earthquake
2015-05-28T12:00:26.870Z,36.1571,-97.2986,4.62,3.9,mb_lg,,25,0.381,0.33,us,us20002jz4,2015-05-28T20:22:58.755Z,"14km S of Perry, Oklahoma",earthquake
2015-05-28T11:57:07.880Z,19.8363342,-155.3653259,23.27,1.88,md,26,110,0.05611,0.22,hv,hv60947406,2015-05-28T12:00:37.210Z,"27km W of Pepeekeo, Hawaii",earthquake
2015-05-28T11:43:04.451Z,37.3321,-114.6493,7.4229,0.97,ml,4,154.89,0.328,0.0628,nn,nn00496433,2015-05-28T23:12:38.127Z,"33km SSW of Caliente, Nevada",earthquake
2015-05-28T11:41:58.860Z,-11.659,162.0192,35.94,4.7,mb,,84,3.003,1.02,us,us20002jz2,2015-05-28T19:44:45.327Z,"133km S of Kirakira, Solomon Islands",earthquake
2015-05-28T11:21:51.660Z,33.809,-116.8071667,17.128,0.86,ml,37,41,0.02585,0.2,ci,ci37388824,2015-05-28T14:06:15.237Z,"10km NE of Valle Vista, California",earthquake
2015-05-28T11:17:26.070Z,33.5851667,-118.2571667,1.46,1.75,ml,28,132,0.1308,0.23,ci,ci37388816,2015-05-28T15:31:19.050Z,"17km S of San Pedro, California",earthquake
2015-05-28T11:11:12.290Z,37.9985,-118.6645,2.5,1.6,md,23,132,0.282,0.12,nc,nc72456701,2015-06-02T00:46:31.920Z,"47km NE of Mammoth Lakes, California",earthquake
2015-05-28T11:08:31.600Z,35.5515,-118.336,1.76,1.53,ml,23,73,0.1439,0.18,ci,ci37388808,2015-05-28T14:06:18.772Z,"14km ESE of Lake Isabella, California",earthquake
2015-05-28T11:01:19.510Z,37.6555,-118.8235,2.85,0.59,md,18,168,0.02008,0.07,nc,nc72456696,2015-05-28T17:52:37.080Z,"13km E of Mammoth Lakes, California",earthquake
2015-05-28T10:57:14.620Z,33.3688333,-116.3666667,12.296,0.6,ml,24,204,0.1089,0.17,ci,ci37388800,2015-05-28T14:06:37.333Z,"13km N of Borrego Springs, California",earthquake
2015-05-28T10:54:27.000Z,65.0187,-147.6038,4.5,0.5,ml,,,,0.41,ak,ak11609715,2015-06-09T00:14:36.232Z,"20km NNE of Fairbanks, Alaska",earthquake
2015-05-28T10:52:30.450Z,12.1559,-88.2526,10,4.5,mb,,170,1.308,1.46,us,us20002jyt,2015-05-28T18:55:00.980Z,"108km SW of Jiquilillo, Nicaragua",earthquake
2015-05-28T10:50:33.380Z,33.978,-116.8408333,15.73,0.7,ml,24,104,0.06327,0.13,ci,ci37388792,2015-05-28T15:24:56.869Z,"7km NNE of Banning, California",earthquake
2015-05-28T10:48:41.000Z,63.5624,-150.9027,9.4,0.4,ml,,,,0.61,ak,ak11609714,2015-06-06T01:17:19.433Z,"99km WNW of Cantwell, Alaska",earthquake
2015-05-28T10:46:10.720Z,36.047,-117.5973333,2.95,0.34,ml,10,190,0.1078,0.15,ci,ci37388784,2015-05-28T21:24:35.410Z,"30km ENE of Little Lake, California",earthquake
2015-05-28T10:39:34.600Z,33.5063333,-116.483,9.03,2.12,ml,90,25,0.05081,0.21,ci,ci37388776,2015-05-28T15:11:51.700Z,"18km ESE of Anza, California",earthquake
2015-05-28T10:32:28.000Z,53.3267,-160.3301,29,3.2,ml,,,,0.46,ak,ak11609712,2015-06-06T01:18:07.620Z,"170km SSW of Chernabura Island, Alaska",earthquake
2015-05-28T10:28:11.989Z,37.2903,-114.6449,2.5461,0.45,ml,6,109.22,0.343,0.1459,nn,nn00496936,2015-06-01T20:53:29.039Z,"37km SSW of Caliente, Nevada",earthquake
2015-05-28T10:26:45.000Z,65.1546,-150.2065,11.8,0.4,ml,,,,0.72,ak,ak11618802,2015-06-09T00:14:26.840Z,"26km NE of Manley Hot Springs, Alaska",earthquake
2015-05-28T10:17:16.000Z,61.2605,-146.2643,22.6,1.1,ml,,,,0.44,ak,ak11609704,2015-06-06T01:17:31.645Z,"15km NNE of Valdez, Alaska",earthquake
2015-05-28T10:12:06.000Z,59.6606,-152.6917,82.6,1.5,ml,,,,0.42,ak,ak11609703,2015-06-06T01:17:30.960Z,"50km WSW of Anchor Point, Alaska",earthquake
2015-05-28T10:09:45.300Z,33.3536667,-116.3308333,12.685,0.83,ml,28,137,0.1118,0.17,ci,ci37388768,2015-05-28T14:06:54.333Z,"12km NNE of Borrego Springs, California",earthquake
2015-05-28T10:08:22.000Z,62.2845,-151.2229,77.4,1.1,ml,13,82.79999338,,0.41,ak,ak11618799,2015-06-06T01:17:08.524Z,"57km W of Talkeetna, Alaska",earthquake
2015-05-28T10:06:56.949Z,37.1404,-115.1915,0,1.22,ml,12,154.76,0.289,0.1493,nn,nn00496431,2015-05-28T19:36:34.185Z,"25km S of Alamo, Nevada",earthquake
2015-05-28T10:06:37.000Z,60.1762,-141.267,0,1.2,ml,,,,0.75,ak,ak11609702,2015-06-06T01:17:32.854Z,"65km E of Cape Yakataga, Alaska",earthquake
2015-05-28T10:06:36.940Z,33.5975,-116.8208333,9.406,0.16,ml,19,72,0.03946,0.14,ci,ci37388760,2015-05-28T14:07:18.533Z,"14km WNW of Anza, California",earthquake
2015-05-28T09:55:44.000Z,60.7467,-147.6257,9.2,2.2,ml,,,,0.8,ak,ak11609698,2015-06-06T01:17:32.229Z,"57km E of Whittier, Alaska",earthquake
2015-05-28T09:53:14.000Z,18.878,-65.3032,48,3,Md,7,255.6,0.56773526,0.17,pr,pr15148004,2015-05-28T17:55:53.649Z,"63km N of Culebra, Puerto Rico",earthquake
2015-05-28T09:47:06.300Z,33.9793333,-116.6513333,17.759,1.41,ml,51,35,0.0591,0.21,ci,ci37388752,2015-05-28T14:08:33.110Z,"10km SW of Morongo Valley, California",earthquake
2015-05-28T09:31:10.800Z,33.5378333,-116.7128333,8.713,0.08,ml,14,91,0.03425,0.17,ci,ci37388744,2015-05-28T14:07:25.375Z,"4km WSW of Anza, California",earthquake
2015-05-28T09:22:50.145Z,36.7494,-117.6271,2.6491,0.96,ml,11,216.35,0.296,0.1054,nn,nn00496430,2015-05-28T12:58:42.529Z,"42km ENE of Lone Pine, California",earthquake
2015-05-28T09:13:00.000Z,54.1291,-162.9066,41.3,3.2,ml,,,,0.58,ak,ak11609694,2015-06-06T01:17:49.104Z,"86km SSE of False Pass, Alaska",earthquake
2015-05-28T09:12:48.000Z,60.1619,-141.5402,0,1.6,ml,,,,0.7,ak,ak11609695,2015-06-06T01:17:34.223Z,"50km ENE of Cape Yakataga, Alaska",earthquake
2015-05-28T09:03:12.000Z,61.4587,-150.8504,62,0.9,ml,8,111.5999911,,0.24,ak,ak11618794,2015-06-06T01:17:07.746Z,"48km W of Big Lake, Alaska",earthquake
2015-05-28T08:58:11.000Z,53.5447,-163.3634,37.5,2.2,ml,7,280.7999775,,0.69,ak,ak11618793,2015-06-06T01:17:07.006Z,"145km S of False Pass, Alaska",earthquake
2015-05-28T08:48:24.000Z,60.4295,-141.5311,3.6,0.8,ml,,,,0.29,ak,ak11609693,2015-06-09T00:14:35.291Z,"64km NE of Cape Yakataga, Alaska",earthquake
2015-05-28T08:42:40.870Z,46.8863333,-121.9546667,13.21,0.93,md,26,73,0.09649,0.11,uw,uw61025261,2015-05-28T21:42:35.930Z,"23km E of Eatonville, Washington",earthquake
2015-05-28T08:42:32.450Z,38.826,-122.8991667,4.49,0.75,md,29,67,0.01002,0.03,nc,nc72456686,2015-05-30T06:31:10.667Z,"10km ENE of Cloverdale, California",earthquake
2015-05-28T08:38:53.309Z,37.3063,-115.316,0,0.72,ml,6,166.85,0.233,0.1678,nn,nn00496429,2015-05-30T02:07:14.823Z,"14km WSW of Alamo, Nevada",earthquake
2015-05-28T08:13:26.180Z,34.0133333,-117.5916667,10.858,1.82,ml,71,35,0.02644,0.21,ci,ci37388728,2015-05-28T14:08:42.160Z,"6km SE of Ontario, California",earthquake
2015-05-28T08:11:18.710Z,37.6515,-118.8153333,4.07,0.44,md,19,71,0.02118,0.05,nc,nc72456681,2015-06-06T00:43:04.120Z,"13km E of Mammoth Lakes, California",earthquake
2015-05-28T08:07:03.110Z,32.8731667,-116.225,9.401,1.29,ml,33,71,0.04831,0.24,ci,ci37388720,2015-05-28T14:09:49.600Z,"27km NW of Ocotillo, California",earthquake
2015-05-28T08:02:43.040Z,38.8230019,-122.7795029,1.34,0.53,md,9,96,0.009772,0.02,nc,nc72456676,2015-05-28T08:04:19.400Z,"4km W of Cobb, California",earthquake
2015-05-28T07:57:43.590Z,23.9743,122.4495,30.29,4.8,mb,,104,0.709,0.83,us,us20002jyl,2015-05-28T16:00:18.508Z,"78km SW of Yonakuni, Japan",earthquake
2015-05-28T07:57:02.730Z,46.857,-121.7563333,3.62,0.16,md,8,79,0.02152,0.07,uw,uw61025226,2015-05-28T22:29:02.980Z,"28km NNW of Packwood, Washington",earthquake
2015-05-28T07:55:59.400Z,18.9715,-67.9257,5,2.8,Md,9,244.8,0.62702407,0.62,pr,pr15148005,2015-05-28T15:58:29.492Z,"66km NE of Punta Cana, Dominican Republic",earthquake
2015-05-28T07:53:15.610Z,33.1478333,-115.637,6.64,1.21,ml,22,66,0.03456,0.24,ci,ci37388712,2015-05-28T14:56:17.606Z,"12km WNW of Calipatria, California",earthquake
2015-05-28T07:50:10.740Z,37.6515,-118.8181667,3.42,0.1,md,12,184,0.0195,0.02,nc,nc72456666,2015-05-28T17:47:05.810Z,"13km E of Mammoth Lakes, California",earthquake
2015-05-28T07:47:41.000Z,52.0102,-174.3522,61.7,1.9,ml,,,,0.15,ak,ak11618791,2015-06-09T00:14:28.830Z,"23km SSW of Atka, Alaska",earthquake
2015-05-28T07:44:27.180Z,37.4086667,-121.7581667,8.34,1.19,md,26,50,0.03672,0.06,nc,nc72456661,2015-06-06T00:42:35.190Z,"6km ENE of East Foothills, California",earthquake
2015-05-28T07:38:18.020Z,38.7854996,-122.7351685,2.46,0.81,md,7,109,0.002566,0.02,nc,nc72456656,2015-05-28T07:39:55.170Z,"2km ENE of The Geysers, California",earthquake
2015-05-28T07:37:01.890Z,36.4129,143.0278,34.96,4.5,mb,,144,2.298,0.85,us,us20002jyh,2015-05-28T15:39:36.475Z,"204km ESE of Iwaki, Japan",earthquake
2015-05-28T07:30:06.980Z,38.787,-122.7506667,3.39,0.15,md,12,99,0.01153,0.01,nc,nc72456651,2015-05-30T04:38:43.580Z,"1km NNE of The Geysers, California",earthquake
2015-05-28T07:29:26.000Z,61.5032,-146.4105,28.9,1.2,ml,,,,0.4,ak,ak11609686,2015-06-06T01:17:35.497Z,"41km N of Valdez, Alaska",earthquake
2015-05-28T07:28:17.000Z,18.2021,-67.049,15,2.6,Md,11,111.6,0.04401745,0.1,pr,pr15148003,2015-05-28T15:30:57.056Z,"7km WNW of Maricao, Puerto Rico",earthquake
2015-05-28T07:23:23.000Z,18.9815,-65.3218,29,2.9,Md,8,273.6,0.6701432,0.09,pr,pr15148002,2015-05-28T15:25:58.642Z,"75km N of Culebra, Puerto Rico",earthquake
2015-05-28T07:23:03.350Z,38.7586667,-122.7148333,2.11,2.1,md,69,33,0.0147,0.08,nc,nc72456646,2015-05-28T20:17:04.573Z,"4km ESE of The Geysers, California",earthquake
2015-05-28T07:22:37.710Z,32.91,-116.262,8.955,0.95,ml,17,101,0.01003,0.23,ci,ci37388704,2015-05-28T14:07:43.202Z,"27km ENE of Pine Valley, California",earthquake
2015-05-28T07:20:00.590Z,34.0368333,-116.6436667,11.527,1.07,ml,35,69,0.003935,0.21,ci,ci37388696,2015-05-28T14:07:47.159Z,"6km W of Morongo Valley, California",earthquake
2015-05-28T07:12:31.400Z,18.874,-65.3054,45,2.8,Md,6,270,0.56324368,0.23,pr,pr15148001,2015-05-28T15:15:01.074Z,"63km N of Culebra, Puerto Rico",earthquake
2015-05-28T06:55:40.910Z,35.8573333,-117.6913333,5.71,1.06,ml,24,99,0.07707,0.2,ci,ci37388688,2015-05-28T14:42:20.389Z,"21km ESE of Little Lake, California",earthquake
2015-05-28T06:53:01.000Z,61.6347,-149.7863,40.1,1.6,ml,,,,0.43,ak,ak11609682,2015-06-06T01:16:29.323Z,"1km ENE of Houston, Alaska",earthquake
2015-05-28T06:43:46.200Z,18.5842,-65.5842,71,2.8,Md,10,208.8,0.39705536,0.23,pr,pr15148000,2015-05-28T14:46:18.905Z,"27km NNE of Luquillo, Puerto Rico",earthquake
2015-05-28T06:20:46.650Z,33.4781667,-116.5575,9.121,0.23,ml,19,83,0.04083,0.17,ci,ci37388680,2015-05-28T14:08:04.943Z,"14km SE of Anza, California",earthquake
2015-05-28T06:04:23.300Z,34.5517,90.967,15.56,4.4,mb,,93,4.836,0.85,us,us20002jy4,2015-05-28T14:06:57.156Z,"138km WNW of Tanggulashan, China",earthquake
2015-05-28T06:02:29.427Z,38.3331,-114.1715,0,1.29,ml,3,234.19,0.678,0.4056,nn,nn00496439,2015-06-01T20:31:32.939Z,"51km NNE of Pioche, Nevada",earthquake
2015-05-28T06:00:06.000Z,60.942,-150.8454,37.4,1.1,ml,9,75.59999395,,0.29,ak,ak11618787,2015-06-06T01:17:05.785Z,"37km NE of Nikiski, Alaska",earthquake
2015-05-28T05:59:37.602Z,36.7822,-116.0881,1.2486,0.03,ml,9,170.89,0.026,0.0911,nn,nn00496424,2015-05-30T02:07:00.118Z,"61km ESE of Beatty, Nevada",earthquake
2015-05-28T05:52:34.000Z,62.4034,-150.0822,16.2,0.9,ml,9,169.1999865,,0.39,ak,ak11618786,2015-06-06T01:17:05.160Z,"8km N of Talkeetna, Alaska",earthquake
2015-05-28T05:34:15.000Z,60.4551,-147.8126,14.2,1.5,ml,14,151.1999879,,0.58,ak,ak11618785,2015-06-06T01:17:04.504Z,"59km SE of Whittier, Alaska",earthquake
2015-05-28T05:32:19.000Z,61.905,-150.9797,70.1,1.4,ml,17,61.1999951,,0.28,ak,ak11618784,2015-06-06T01:17:03.940Z,"52km WNW of Willow, Alaska",earthquake
2015-05-28T05:26:31.000Z,62.8887,-150.56,88.8,1.1,ml,,,,0.26,ak,ak11609681,2015-06-06T01:16:53.462Z,"67km NNW of Talkeetna, Alaska",earthquake
2015-05-28T05:03:43.490Z,34.035,-116.6803333,13.074,0.81,ml,19,103,0.02712,0.2,ci,ci37388672,2015-05-28T14:08:07.656Z,"9km W of Morongo Valley, California",earthquake
2015-05-28T05:01:09.885Z,39.455,-120.2985,10.6193,-0.22,ml,9,111.89,0.021,0.1016,nn,nn00496438,2015-05-28T12:45:27.408Z,"17km NW of Truckee, California",earthquake
2015-05-28T04:48:03.660Z,36.1176667,-117.9208333,7.39,0.18,ml,7,221,0.05343,0.06,ci,ci37388664,2015-05-28T15:56:13.085Z,"8km NNE of Coso Junction, California",earthquake
2015-05-28T04:47:59.970Z,38.8095,-122.8,2.02,1.41,md,39,38,0.003976,0.04,nc,nc72456636,2015-05-29T16:52:22.600Z,"5km NW of The Geysers, California",earthquake
2015-05-28T04:47:51.030Z,45.7013333,-122.779,23.63,1.51,md,20,71,0.1134,0.11,uw,uw61025156,2015-05-28T22:50:36.340Z,"5km W of Felida, Washington",earthquake
2015-05-28T04:44:29.000Z,62.9052,-151.2025,107,1.5,ml,,,,0.46,ak,ak11609678,2015-06-06T01:16:30.681Z,"85km NW of Talkeetna, Alaska",earthquake
2015-05-28T04:41:14.000Z,58.0862,-148.4641,11.9,2.4,ml,,,,0.52,ak,ak11609676,2015-06-09T00:14:37.746Z,"194km SW of Middleton Island, Alaska",earthquake
2015-05-28T04:30:09.000Z,64.7003,-147.5063,12.4,0.4,ml,,,,0.37,ak,ak11609674,2015-06-09T00:14:36.900Z,"9km SW of North Pole, Alaska",earthquake
2015-05-28T04:29:42.910Z,1.8032,126.9808,55.64,4.2,mb,,178,1.094,0.59,us,us20002jy1,2015-05-28T12:32:09.735Z,"114km W of Tobelo, Indonesia",earthquake
2015-05-28T04:23:14.130Z,35.7185,-119.9046667,2.92,1.84,md,52,131,0.08636,0.1,nc,nc72456631,2015-05-29T03:03:23.700Z,"22km WNW of Lost Hills, California",earthquake
2015-05-28T04:10:35.816Z,37.3318,-114.639,6.7101,1.48,ml,11,129.2,0.336,0.1608,nn,nn00496422,2015-05-30T22:24:03.224Z,"33km SSW of Caliente, Nevada",earthquake
2015-05-28T04:04:52.350Z,38.8028336,-122.7868347,3.3,0.46,md,10,87,0.00837,0.01,nc,nc72456621,2015-05-28T04:06:29.530Z,"3km NW of The Geysers, California",earthquake
2015-05-28T04:04:44.000Z,62.0956,-149.2497,44.7,1,ml,,,,0.25,ak,ak11609673,2015-06-06T01:16:52.588Z,"32km ESE of Y, Alaska",earthquake
2015-05-28T04:03:49.860Z,36.383,-120.9623333,6.72,2.35,md,85,70,0.0709,0.08,nc,nc72456616,2015-05-28T19:18:04.446Z,"23km NE of King City, California",earthquake
2015-05-28T03:57:46.000Z,66.1857,-142.2408,24,1.9,ml,,,,0.58,ak,ak11618778,2015-06-09T00:14:28.167Z,"91km ENE of Circle, ",earthquake
2015-05-28T03:52:28.750Z,38.8224983,-122.7641678,2.9,0.87,md,10,92,0.009139,0.02,nc,nc72456611,2015-05-28T03:54:04.460Z,"3km W of Cobb, California",earthquake
2015-05-28T03:47:57.000Z,64.883,-147.3955,5,0.1,ml,,,,0.28,ak,ak11609672,2015-06-09T00:14:32.261Z,"11km NE of Badger, Alaska",earthquake
2015-05-28T03:46:52.070Z,37.6518333,-118.8163333,3.41,0.77,md,22,69,0.0208,0.05,nc,nc72456606,2015-06-06T00:42:33.100Z,"13km E of Mammoth Lakes, California",earthquake
2015-05-28T03:36:30.206Z,39.1757,-120.457,0,-0.15,ml,6,214.2,0.206,0.1649,nn,nn00496436,2015-05-28T12:35:00.084Z,"25km W of Sunnyside-Tahoe City, California",earthquake
2015-05-28T03:12:53.000Z,63.0925,-150.8621,129.6,1.6,ml,,,,0.29,ak,ak11609669,2015-06-06T01:16:31.353Z,"93km NNW of Talkeetna, Alaska",earthquake
2015-05-28T03:05:24.000Z,53.3749,-165.7717,60.8,1.9,ml,,,,0.26,ak,ak11609671,2015-06-06T01:17:20.743Z,"75km SE of Unalaska, Alaska",earthquake
2015-05-28T03:03:49.000Z,61.4373,-151.4577,76.3,1.4,ml,14,68.39999453,,0.49,ak,ak11618774,2015-06-06T01:17:02.530Z,"80km W of Big Lake, Alaska",earthquake
2015-05-28T02:59:39.000Z,64.8287,-147.5336,8.1,0,ml,,,,0.11,ak,ak11609667,2015-06-06T01:16:51.967Z,"3km N of Badger, Alaska",earthquake
2015-05-28T02:55:06.000Z,64.2777,-147.9332,1.3,0.4,ml,,,,0.31,ak,ak11609666,2015-06-06T01:16:51.382Z,"56km WSW of Salcha, Alaska",earthquake
2015-05-28T02:49:32.000Z,58.075,-148.4029,2.5,2.5,ml,,,,0.54,ak,ak11609664,2015-06-06T01:17:27.121Z,"193km SW of Middleton Island, Alaska",earthquake
2015-05-28T02:38:14.929Z,37.3713,-117.0886,11.7476,0.56,ml,8,288.37,0.37,0.1267,nn,nn00496698,2015-05-30T02:03:40.846Z,"39km SSE of Goldfield, Nevada",earthquake
2015-05-28T02:22:33.100Z,55.7849,165.5617,38.35,4.3,mb,,146,4.894,1.16,us,us20002jxj,2015-05-28T10:25:12.470Z,"71km NNW of Nikol'skoye, Russia",earthquake
2015-05-28T02:21:56.000Z,63.413,-147.3444,0.6,0.8,ml,,,,0.56,ak,ak11609662,2015-06-06T01:16:50.548Z,"80km E of Cantwell, Alaska",earthquake
